-7.6160,1.7255,-14.3142,-1.1060,-10.2066,1.0336,0.3241,-4.0541,6.0672,4.0573,-0.2759,3.1792,1.9505,7.1588,16.3119,3.9123,1.1897,1.4873,-9.5551,3.0461,1.5358,7.3587,0
-10.3646,1.0395,8.1765,2.3528,8.9563,1.1723,-0.1836,4.0170,12.8297,-5.8999,3.9453,2.8975,-0.3373,7.5064,10.7048,-5.6770,5.5831,-0.6710,26.3652,2.4940,-6.1777,-4.2769,1
5.3634,-1.1598,27.6800,-2.5652,5.4986,1.2191,0.0380,4.8958,-8.7471,-7.7908,4.1760,-14.9149,-1.9921,5.8008,6.1616,2.3141,8.3671,5.1820,-26.3095,3.6272,20.8007,3.1877,0
-0.6280,2.0449,7.0108,0.5942,-1.0387,0.6334,1.2579,-10.3883,7.5550,3.7408,-0.9052,3.3866,1.3756,9.4251,18.1418,1.4050,-8.4603,4.0539,15.7783,6.3306,-23.6340,-1.4997,0
7.5325,1.0122,12.4882,4.0744,5.7070,1.4847,-0.4681,-8.4231,8.3860,14.9774,-0.0095,1.8216,1.0855,5.3644,-0.6303,4.6349,-2.2084,6.2124,15.0247,4.1176,-0.7356,1.4832,1
-7.3946,4.5958,24.3343,1.9688,1.1066,1.1040,2.5080,16.1701,-7.2087,-2.0518,4.3486,8.0396,9.2162,12.0645,14.1898,3.2760,13.0891,0.7694,5.8905,-1.0245,19.8839,-0.3374,0
-7.9682,2.4287,0.6234,0.4274,13.6798,1.3721,1.3111,-3.5692,3.2413,-14.9739,3.1650,5.7798,1.7199,9.6908,1.7015,1.7864,11.8908,3.6117,-4.4625,1.1852,22.7007,-1.6230,0
14.8116,3.6003,10.3375,-0.7481,-7.9782,1.2868,-0.5281,4.4846,2.2013,-14.7606,1.1859,-1.9344,10.8986,4.8343,6.6461,4.0047,-12.6397,1.4710,8.5541,5.4767,-13.4600,2.9571,1
1.0951,2.4097,-8.3507,4.6951,-5.1141,1.1076,0.8994,13.0526,1.3687,-8.3978,-0.7272,-19.0644,3.3015,8.5491,1.6343,-2.6403,2.9849,-4.5270,9.9206,3.6472,-1.3058,-1.7773,0
2.8235,0.5313,7.3472,2.0279,2.3059,1.1324,1.0835,-9.1101,13.9319,-17.3344,0.9274,3.0522,1.9644,1.3821,9.6552,-5.6991,1.6390,-7.3243,-1.5203,0.0691,-7.5836,5.7830,0
-7.6684,5.4939,9.5016,2.9701,-15.4724,1.5339,2.9871,1.4494,-2.7366,-2.3966,4.6371,-1.3483,-1.7549,8.0167,13.0115,-0.3669,-4.1914,14.0783,-14.9379,3.1992,-17.7576,-4.2892,0
